$T_{0}$ (Days),2702.3957973500133+0.0003718749835570634-0.0003685148008116812
$R_{p}/R_{*}$,0.14149026038025142+0.0012659907267314197-0.0013895062684256276
$P$ (Days),4.054861395226134+0.0001998695909275483-0.00020075413084086335
$i$ (Deg),88.49241205142391+0.5464367800084631-0.7526854382646491
$a/R_{*}$,12.056556882534395+0.487974056149481-0.4686394511404739
$\sigma$,0.0011290750648156583+0.0002740331871066556-0.0005434285388144153
$\rho$,1.47932138724324+0.48585198588824985-0.830640117545747
