T_{0} (Days),1630.8616372587185+0.000403052167257556-0.00038458031576737994
R_{p}/R_{*},0.12053255948195171+0.0004945013872587195-0.0005863619186748659
Orbital Period (Days),3.7353949699236395+0.00012754633562384043-0.00013292437702805415
Orbital Inclination (Deg),88.26186724077056+0.8517547512023071-1.068488374267119
Semi-major axis (a/Rs),7.377730002496927+0.21106325142519733-0.15421152502392577
