Time (BTJD),Normalised flux,batman model,GP model
2714.6408778416176,1.0012712,1.0,0.0005550193736354458
2714.642266694015,1.0009034,1.0,0.0005549808730278549
2714.6436555464134,0.998709,1.0,0.000554937670751432
2714.6450443988115,1.003823,1.0,0.0005548898002081248
2714.64643325121,1.0016199,1.0,0.0005548372925712197
2714.6478221036073,1.0013633,1.0,0.0005547801861518487
2714.6492109564706,0.9993831,1.0,0.0005547185240677432
2714.650599808869,1.0007586,1.0,0.000554652351292928
2714.6519886612673,0.999409,1.0,0.0005545817105745421
2714.6533775136645,0.99800146,1.0,0.0005545066437766533
2714.6547663660626,0.99892366,1.0,0.0005544271886928076
2714.6561552184608,0.99962074,1.0,0.0005543433755197391
2714.657544070859,1.0028245,1.0,0.0005542552285955349
2714.6589329232575,0.9998583,1.0,0.0005541627704315211
2714.660321775655,0.99941766,1.0,0.0005540660278506859
2714.6617106280523,1.0032473,1.0,0.000553965026686809
2714.663099480451,1.002456,1.0,0.0005538597912582155
2714.664488332849,1.0019504,1.0,0.0005537503525641085
2714.6658771852476,1.0008674,1.0,0.0005536367483913729
2714.667266037645,1.0018861,1.0,0.0005535190210501639
2714.6686548900425,1.0018104,1.0,0.0005533972151419153
2714.670043742441,1.0004007,1.0,0.000553271379261755
2714.671432594839,1.0018013,1.0,0.0005531415655972705
2714.6728214472373,1.0007939,1.0,0.0005530078274134098
2714.6742102996354,1.0046991,1.0,0.0005528702208978942
2714.6755991520326,1.0016353,1.0,0.0005527288059135049
2714.6769880044308,1.0009025,1.0,0.0005525836526913963
2714.678376856829,1.0039338,1.0,0.0005524348365684162
2714.679765709225,1.0016341,1.0,0.0005522824362564904
2714.6811545616233,1.0018594,1.0,0.0005521265391434937
2714.6825434140214,1.0025316,1.0,0.0005519672378335727
2714.6839322664196,1.0049835,1.0,0.0005518046297274815
2714.6853211188177,0.9973327,1.0,0.00055163882014031
2714.686709971216,1.006477,1.0,0.0005514699239499432
2714.688098823613,0.999281,1.0,0.0005512980545456792
2714.689487676011,1.0013723,1.0,0.0005511233364376977
2714.6908765284097,1.0048045,1.0,0.0005509458951000745
2714.6922653808083,0.9992591,1.0,0.0005507658596137777
2714.6936542332055,0.99800277,1.0,0.0005505833686685335
2714.695043085603,0.9981689,1.0,0.000550398558900822
2714.696431937536,0.9980917,1.0,0.0005502115589419709
2714.697820789934,1.0005628,1.0,0.000550022488785995
2714.6992096423314,0.99985474,1.0,0.0005498314614960087
2714.7005984947295,0.9984839,1.0,0.0005496385882495236
2714.7019873471277,0.99686426,1.0,0.0005494439774074156
2714.703376199526,1.0035425,1.0,0.0005492477299664511
2714.704765051924,0.9989335,1.0,0.0005490499388611791
2714.706153904322,0.9967014,1.0,0.0005488507008901689
2714.7075427567192,0.9983859,1.0,0.0005486501085725237
2714.708931609118,0.99907094,1.0,0.0005484482432771554
2714.7103204610503,0.9986593,1.0,0.0005482451782958808
2714.711709313449,0.9974063,1.0,0.0005480409809275333
2714.713098165846,1.000163,1.0,0.0005478357115709098
2714.7144870182437,0.99988765,1.0,0.0005476294219277644
2714.7158758706423,0.99889433,1.0,0.0005474221605792362
2714.7172647230404,0.9954834,1.0,0.0005472139733786463
2714.7186535754377,0.998213,1.0,0.0005470048990035004
2714.72004242737,0.9985939,1.0,0.0005467949620969748
2714.7214312797682,1.0008057,1.0,0.000546584177575582
2714.722820132166,0.9968245,1.0,0.0005463725548153775
2714.7242089845636,1.0032226,1.0,0.0005461601004159711
2714.725597836961,1.00061,1.0,0.0005459468140143198
2714.7269866888932,1.001341,1.0,0.0005457326993900669
2714.7283755412914,1.0015073,1.0,0.0005455177622599727
2714.7297643936895,1.0016227,1.0,0.0005453020109924545
2714.7311532460876,1.0006504,1.0,0.0005450854571964481
2714.7325420984857,1.0018046,1.0,0.0005448681155963975
2714.7339309504173,0.99753606,1.0,0.0005446500025847456
2714.7353198028154,1.0037429,1.0,0.0005444311355653486
2714.736708655214,1.0014327,1.0,0.0005442115277400905
2714.7380975076126,0.9989528,1.0,0.0005439911984215229
2714.73948636001,0.996978,1.0,0.0005437701699104736
2714.740875211942,1.0001737,1.0,0.000543548459318588
2714.7422640643404,0.99910754,1.0,0.0005433260740967949
2714.7436529167385,1.0031704,1.0,0.0005431030181466401
2714.7450417691357,1.0021714,1.0,0.0005428792932682391
2714.746430621068,1.0022504,1.0,0.0005426549075397968
2714.7478194734663,0.9984632,1.0,0.0005424298750968948
