$T_{0}$ (Days),2670.424093656649+0.0008620505868748296-0.0009617235546102165
$R_{p}/R_{*}$,0.07243734608280364+0.0018950883660648482-0.0029980843775106875
Orbital Period (Days),4.234405012144481+0.00035890063727084254-0.00034740980228509244
Orbital Inclination (Deg),87.4434626493859+1.7370095207262466-1.7133536385336043
Semi-major axis ($a/R_{*}$),11.719084351794695+1.8400088144479216-1.3540867287305947
